Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month,Year,Price_Per_Box
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,12094.34,52,7,2024,232.58346153846153
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46,3,2024,46.07434782608696
Gunar Cockshoot,Canada,After Nines,2024-08-04,3038.32,220,8,2024,13.810545454545455
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382,6,2024,13.58041884816754
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180,7,2024,29.914
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249,2,2024,26.40590361445783
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59,6,2024,107.63338983050848
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28,6,2024,267.4307142857143
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7,8,2024,999.6528571428571
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324,1,2024,40.375216049382715
Beverie Moffet,USA,White Choc,2024-03-11,5964.72,136,3,2024,43.85823529411765
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377,6,2024,17.642201591511935
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31,8,2024,84.06806451612904
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24,1,2024,150.66583333333332
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210,4,2024,17.420333333333332
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314,4,2024,6.361337579617834
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213,5,2024,16.98906103286385
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492,7,2024,11.257825203252033
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86,2,2024,16.07546511627907
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,1223.79,81,7,2024,15.108518518518519
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,8043.29,344,8,2024,23.381656976744186
Husein Augar,New Zealand,After Nines,2024-08-04,6878.47,7,8,2024,982.6385714285715
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94,6,2024,100.21510638297872
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293,1,2024,8.588191126279863
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529,6,2024,8.194234404536862
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111,8,2024,14.31072072072072
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,8959.38,271,6,2024,33.06044280442804
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46,6,2024,204.54478260869564
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268,7,2024,12.371791044776119
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210,5,2024,52.00333333333334
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,7605.55,154,8,2024,49.38668831168831
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33,4,2024,56.36242424242425
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259,7,2024,6.733088803088803
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57,8,2024,13.303157894736842
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138,1,2024,0.9084782608695653
Curtice Advani,USA,Drinking Coco,2024-02-07,6170.75,149,2,2024,41.41442953020134
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273,5,2024,25.154322344322345
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113,6,2024,77.65884955752213
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6,6,2024,1737.14
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231,5,2024,32.043463203463205
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129,1,2024,19.364651162790697
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152,5,2024,45.22078947368421
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304,6,2024,6.6313486842105265
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95,3,2024,85.02642105263158
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538,4,2024,20.723903345724906
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236,5,2024,20.082161016949154
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185,5,2024,9.970486486486486
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19,5,2024,66.52526315789474
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306,6,2024,24.60078431372549
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268,3,2024,45.76660447761194
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230,7,2024,76.79152173913043
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120,8,2024,46.0
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11,3,2024,973.8872727272727
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29,4,2024,290.2344827586207
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54,5,2024,184.92685185185184
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,15629.82,89,1,2024,175.61595505617979
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100,1,2024,62.2433
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,7736.85,95,7,2024,81.44052631578948
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162,5,2024,30.00462962962963
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62,7,2024,28.300645161290323
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24,2,2024,37.38041666666667
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182,5,2024,58.28181318681319
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,10772.0,192,7,2024,56.104166666666664
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203,6,2024,20.280591133004926
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321,6,2024,16.153769470404985
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58,3,2024,120.25775862068966
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,99.5,161,7,2024,0.6180124223602484
Andria Kimpton,UK,White Choc,2024-05-12,10203.47,109,5,2024,93.60981651376146
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148,4,2024,34.3345945945946
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381,4,2024,18.81002624671916
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95,3,2024,73.96357894736842
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251,1,2024,32.92956175298804
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53,8,2024,28.60735849056604
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72,7,2024,17.47972222222222
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126,6,2024,27.8284126984127
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83,4,2024,132.15662650602408
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347,8,2024,24.32907780979827
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,11000.85,112,8,2024,98.221875
Gigi Bohling,Canada,White Choc,2024-07-11,6987.59,4,7,2024,1746.8975
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21,3,2024,177.85714285714286
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,17346.79,32,1,2024,542.0871875
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349,4,2024,47.327220630372494
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778,1,2024,9.82383033419023
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,10337.23,49,7,2024,210.9638775510204
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,1367.24,384,4,2024,3.5605208333333334
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191,8,2024,2.9873298429319375
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,2012.27,259,6,2024,7.76938223938224
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29,7,2024,50.663448275862066
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113,2,2024,88.6741592920354
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304,4,2024,6.298190789473685
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101,6,2024,0.7317821782178218
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21,3,2024,133.06333333333333
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54,7,2024,59.11222222222222
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98,5,2024,24.97316326530612
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313,3,2024,24.58932907348243
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132,7,2024,111.6026515151515
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111,5,2024,83.97873873873873
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88,3,2024,209.92761363636365
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54,6,2024,137.7324074074074
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58,5,2024,251.40224137931034
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115,6,2024,29.47791304347826
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182,4,2024,21.804285714285715
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120,8,2024,9.0355
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51,2,2024,405.69019607843137
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121,3,2024,73.79809917355372
Jan Morforth,India,Baker's Choco Chips,2024-08-01,15497.27,85,8,2024,182.32082352941177
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30,3,2024,305.73766666666666
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104,6,2024,58.59240384615384
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156,4,2024,58.620448717948726
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31,1,2024,190.41645161290322
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131,8,2024,25.01885496183206
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424,6,2024,23.017759433962265
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7,1,2024,357.84285714285716
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107,4,2024,14.280280373831776
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,3767.49,65,6,2024,57.96138461538461
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42,2,2024,225.05190476190478
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441,5,2024,1.7338548752834466
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535,3,2024,4.547196261682243
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134,7,2024,5.813731343283582
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85,7,2024,59.418
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293,8,2024,9.308361774744027
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602,6,2024,15.098355481727573
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152,6,2024,5.799276315789474
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225,8,2024,1.0113333333333334
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102,2,2024,139.15274509803922
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23,2,2024,324.3426086956522
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312,2,2024,21.085096153846155
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137,2,2024,65.5141605839416
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123,3,2024,6.929186991869918
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250,8,2024,7.8208
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,323.29,72,5,2024,4.49013888888889
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86,1,2024,6.306860465116279
Curtice Advani,India,White Choc,2024-07-04,7666.62,347,7,2024,22.09400576368876
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13,6,2024,140.48615384615385
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30,2,2024,383.68933333333337
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223,5,2024,54.99484304932736
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108,6,2024,35.912962962962965
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238,7,2024,34.99378151260505
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98,6,2024,17.00469387755102
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95,5,2024,18.464315789473684
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274,1,2024,8.725182481751824
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41,6,2024,208.45658536585364
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274,8,2024,15.020328467153284
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95,1,2024,8.288210526315789
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8,8,2024,261.9725
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267,4,2024,19.553558052434457
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340,5,2024,33.13073529411765
Oby Sorrel,UK,Raspberry Choco,2024-04-08,5477.33,341,4,2024,16.062551319648094
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160,2,2024,21.18125
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413,3,2024,27.98915254237288
Mallorie Waber,India,Raspberry Choco,2024-03-02,1676.82,2,3,2024,838.41
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174,7,2024,2.5142528735632186
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40,3,2024,212.19074999999998
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101,8,2024,0.7127722772277227
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167,5,2024,59.06359281437126
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166,5,2024,20.89475903614458
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173,8,2024,39.1349710982659
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50,4,2024,11.2828
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210,8,2024,100.20985714285715
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327,1,2024,2.071498470948012
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29,2,2024,150.62103448275863
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306,5,2024,32.24248366013072
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125,3,2024,85.79088
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284,1,2024,19.166971830985915
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,1312.35,200,3,2024,6.56175
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,8471.68,162,6,2024,52.294320987654324
Van Tuxwell,New Zealand,Eclairs,2024-03-01,5774.6,178,3,2024,32.44157303370787
Mallorie Waber,UK,Drinking Coco,2024-05-27,3780.02,97,5,2024,38.96927835051547
Oby Sorrel,UK,Milk Bars,2024-07-11,6831.03,243,7,2024,28.111234567901235
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,4834.51,63,3,2024,76.73825396825397
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,8119.65,143,3,2024,56.78076923076923
Kelci Walkden,UK,85% Dark Bars,2024-06-23,4811.88,242,6,2024,19.88380165289256
Kelci Walkden,USA,Almond Choco,2024-01-27,5930.01,252,1,2024,23.531785714285714
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426,1,2024,7.136267605633803
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23,7,2024,48.99434782608695
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490,5,2024,12.350306122448979
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,12279.35,162,2,2024,75.79845679012345
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28,5,2024,253.27357142857142
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25,2,2024,126.43879999999999
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35,1,2024,40.23657142857143
Van Tuxwell,UK,Eclairs,2024-06-29,5776.61,114,6,2024,50.672017543859646
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274,1,2024,17.848868613138688
Jehu Rudeforth,UK,After Nines,2024-06-27,2048.13,172,6,2024,11.907732558139536
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1,3,2024,4590.46
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,8665.99,162,6,2024,53.49376543209876
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97,3,2024,22.70577319587629
Mallorie Waber,India,Eclairs,2024-04-12,11720.11,48,4,2024,244.16895833333334
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266,1,2024,29.642330827067667
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,3857.88,303,4,2024,12.732277227722772
Kaine Padly,Australia,50% Dark Bites,2024-08-02,10123.96,84,8,2024,120.52333333333333
Gigi Bohling,Australia,Eclairs,2024-04-12,8170.88,137,4,2024,59.6414598540146
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141,7,2024,137.52205673758866
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,10197.43,24,3,2024,424.8929166666667
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5188.18,5,5,2024,1037.636
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,350.27,117,8,2024,2.9937606837606836
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300,7,2024,12.554400000000001
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435,4,2024,11.237632183908046
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142,1,2024,36.83352112676056
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168,4,2024,22.56059523809524
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233,1,2024,1.2969098712446352
Karlen McCaffrey,USA,Eclairs,2024-08-15,1017.17,123,8,2024,8.269674796747967
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,241.36,17,6,2024,14.19764705882353
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,8347.3,138,6,2024,60.48768115942028
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,6291.74,88,2,2024,71.49704545454546
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,1543.77,674,2,2024,2.290459940652819
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,9744.5,225,1,2024,43.30888888888889
Camilla Castle,UK,Mint Chip Choco,2024-05-26,5414.75,325,5,2024,16.66076923076923
Brien Boise,USA,70% Dark Bites,2024-04-14,1898.07,22,4,2024,86.27590909090908
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,4911.08,163,8,2024,30.129325153374232
Mallorie Waber,Australia,Eclairs,2024-08-22,11293.17,219,8,2024,51.566986301369866
Marney O'Breen,India,99% Dark & Pure,2024-07-22,12398.37,161,7,2024,77.00850931677019
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,1508.57,28,4,2024,53.8775
Kelci Walkden,Australia,Almond Choco,2024-05-30,5869.09,354,5,2024,16.579350282485876
Ches Bonnell,USA,Milk Bars,2024-07-21,2770.47,159,7,2024,17.424339622641508
Jan Morforth,UK,Caramel Stuffed Bars,2024-08-02,3541.73,494,8,2024,7.169493927125506
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,7624.41,139,6,2024,54.85187050359712
Oby Sorrel,India,85% Dark Bars,2024-07-05,9928.42,130,7,2024,76.37246153846154
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,7.67,548,4,2024,0.013996350364963503
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,1624.86,103,8,2024,15.775339805825242
Jan Morforth,UK,50% Dark Bites,2024-01-12,6301.56,287,1,2024,21.95665505226481
Gunar Cockshoot,Canada,White Choc,2024-08-11,8578.4,15,8,2024,571.8933333333333
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,5573.57,372,1,2024,14.98271505376344
Husein Augar,UK,Baker's Choco Chips,2024-04-29,3465.68,133,4,2024,26.057744360902255
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90,7,2024,13.843444444444446
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,8888.61,4,3,2024,2222.1525
Madelene Upcott,UK,70% Dark Bites,2024-02-16,5931.82,243,2,2024,24.410781893004113
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,2620.66,34,1,2024,77.07823529411765
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,1284.37,560,1,2024,2.293517857142857
Beverie Moffet,India,Eclairs,2024-06-09,11033.61,155,6,2024,71.18458064516129
Andria Kimpton,India,Eclairs,2024-05-16,2413.05,82,5,2024,29.427439024390246
Gigi Bohling,UK,85% Dark Bars,2024-06-23,13136.08,90,6,2024,145.95644444444446
Roddy Speechley,UK,Raspberry Choco,2024-01-28,14297.82,211,1,2024,67.76218009478673
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,2837.65,212,7,2024,13.385141509433963
Barr Faughny,Canada,Drinking Coco,2024-04-18,7496.03,259,4,2024,28.94220077220077
Oby Sorrel,USA,Milk Bars,2024-06-14,1815.29,79,6,2024,22.978354430379746
Oby Sorrel,UK,Orange Choco,2024-04-15,8250.03,228,4,2024,36.18434210526316
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,5605.82,64,5,2024,87.5909375
Gigi Bohling,India,White Choc,2024-04-13,1563.39,179,4,2024,8.734022346368716
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,3997.02,411,8,2024,9.725109489051095
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,3284.22,230,8,2024,14.279217391304346
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,4609.67,58,4,2024,79.47706896551725
Kaine Padly,UK,Choco Coated Almonds,2024-08-03,9412.06,123,8,2024,76.52081300813008
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,427.36,249,1,2024,1.716305220883534
Kelci Walkden,Canada,After Nines,2024-01-13,19449.02,204,1,2024,95.33833333333334
Van Tuxwell,Australia,Baker's Choco Chips,2024-05-11,14122.44,32,5,2024,441.32625
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,2257.14,231,2,2024,9.771168831168831
